Date,Price,Adj Close,Close,High,Low,Open,Volume,return,log_return,volatility_20
2022-01-03 00:00:00+00:00,399.9266662597656,399.9266662597656,400.3566589355469,378.6799926757813,382.5833435058594,103931400,,,,
2022-01-04 00:00:00+00:00,383.1966552734375,383.1966552734375,402.6666564941406,374.3500061035156,396.51666259765625,100248300,,-0.041832696836128,-0.04273287830059682,
2022-01-05 00:00:00+00:00,362.7066650390625,362.7066650390625,390.11334228515625,360.336669921875,382.2166748046875,80119800,,-0.0534712136768363,-0.054953895352910696,
2022-01-06 00:00:00+00:00,354.8999938964844,354.8999938964844,362.6666564941406,340.1666564941406,359.0,90336600,,-0.0215233738308541,-0.021758379841487693,
2022-01-07 00:00:00+00:00,342.32000732421875,342.32000732421875,360.30999755859375,336.6666564941406,360.1233215332031,84164700,,-0.0354465674517168,-0.03609004895021842,
2022-01-10 00:00:00+00:00,352.7066650390625,352.7066650390625,353.0333251953125,326.6666564941406,333.3333435058594,91815000,,0.0303419534138018,0.029890740749494566,
2022-01-11 00:00:00+00:00,354.79998779296875,354.79998779296875,358.6166687011719,346.2733459472656,351.22332763671875,66063300,,0.0059350246575986,0.005917481776156395,
2022-01-12 00:00:00+00:00,368.739990234375,368.739990234375,371.61334228515625,357.5299987792969,359.6166687011719,83739000,,0.0392897489318417,0.03853754612843837,
2022-01-13 00:00:00+00:00,343.85333251953125,343.85333251953125,371.8666687011719,342.17999267578125,369.69000244140625,97209900,,-0.0674910733143576,-0.06987655465675016,
2022-01-14 00:00:00+00:00,349.8699951171875,349.8699951171875,350.6666564941406,337.7933349609375,339.9599914550781,72924300,,0.017497758575059,0.017346435457551865,
2022-01-18 00:00:00+00:00,343.5033264160156,343.5033264160156,356.92999267578125,338.6866760253906,342.2033386230469,66743400,,-0.0181972412325309,-0.018364847454341894,
2022-01-19 00:00:00+00:00,331.8833312988281,331.8833312988281,351.5566711425781,331.6666564941406,347.2366638183594,75442500,,-0.0338278969185718,-0.03441330009854252,
2022-01-20 00:00:00+00:00,332.0899963378906,332.0899963378906,347.2200012207031,331.3333435058594,336.57666015625,70488600,,0.0006227038828787,0.000622510083264904,
2022-01-21 00:00:00+00:00,314.6333312988281,314.6333312988281,334.8500061035156,313.5,332.11334228515625,103416000,,-0.052566067125072,-0.0539980722931419,
2022-01-24 00:00:00+00:00,310.0,310.0,311.1700134277344,283.8233337402344,301.586669921875,151565700,,-0.0147261298721956,-0.014835635717323473,
2022-01-25 00:00:00+00:00,306.1333312988281,306.1333312988281,317.086669921875,301.07000732421875,304.73333740234375,86595900,,-0.0124731248424899,-0.012551567227813773,
2022-01-26 00:00:00+00:00,312.4700012207031,312.4700012207031,329.2300109863281,302.0,317.4766540527344,104867400,,0.0206990525827113,0.02048773822340817,
2022-01-27 00:00:00+00:00,276.3666687011719,276.3666687011719,311.7966613769531,276.3333435058594,311.1199951171875,147109500,,-0.1155417556197044,-0.12277997465910719,
2022-01-28 00:00:00+00:00,282.1166687011719,282.1166687011719,285.8333435058594,264.0033264160156,277.1866760253906,134789100,,0.0208056927668702,0.02059221036289143,
2022-01-31 00:00:00+00:00,312.239990234375,312.239990234375,312.663330078125,287.3500061035156,290.9033203125,104436000,,0.1067761138393095,0.10145138741776683,
2022-02-01 00:00:00+00:00,310.4166564941406,310.4166564941406,314.5666809082031,301.6666564941406,311.7366638183594,73138200,,-0.0058395266373975,-0.005856643341232021,0.04705553179498455
2022-02-02 00:00:00+00:00,301.88665771484375,301.88665771484375,310.5,296.4700012207031,309.3933410644531,66792900,,-0.0274791915989143,-0.02786380690498853,0.04667142036565781
2022-02-03 00:00:00+00:00,297.0466613769531,297.0466613769531,312.3333435058594,293.50665283203125,294.0,78855600,,-0.0160324950248791,-0.016162405874435497,0.045582444680135226
2022-02-04 00:00:00+00:00,307.7733459472656,307.7733459472656,312.1666564941406,293.72332763671875,299.0733337402344,73625400,,0.0361111096842132,0.035474386816493036,0.04658982246032962
2022-02-07 00:00:00+00:00,302.4466552734375,302.4466552734375,315.92333984375,300.9033203125,307.92999267578125,60994500,,-0.0173071864213375,-0.017458706575610557,0.04616447898595235
2022-02-08 00:00:00+00:00,307.3333435058594,307.3333435058594,308.7633361816406,298.26666259765625,301.84332275390625,50729100,,0.0161571905234128,0.016028052271245364,0.04569589387466599
2022-02-09 00:00:00+00:00,310.6666564941406,310.6666564941406,315.42333984375,306.6666564941406,311.6666564941406,52259400,,0.010845920427172,0.010787525285489406,0.04578060391488855
2022-02-10 00:00:00+00:00,301.51666259765625,301.51666259765625,314.60333251953125,298.8999938964844,302.7900085449219,66126900,,-0.0294527710174682,-0.0298952129692807,0.04477241958679859
2022-02-11 00:00:00+00:00,286.6666564941406,286.6666564941406,305.32000732421875,283.5666809082031,303.2099914550781,79645800,,-0.0492510296962641,-0.050505215210130634,0.04360467329162609
2022-02-14 00:00:00+00:00,291.9200134277344,291.9200134277344,299.6266784667969,284.3833312988281,287.19000244140625,67756500,,0.018325664372135,0.018159773032297852,0.0436310022548664
2022-02-15 00:00:00+00:00,307.4766540527344,307.4766540527344,307.6666564941406,297.7933349609375,300.0,57286200,,0.0532907642827684,0.05191932445845771,0.04562645623156294
2022-02-16 00:00:00+00:00,307.7966613769531,307.7966613769531,308.80999755859375,300.4033203125,304.6833190917969,51294300,,0.0010407532409399,0.0010402120327626255,0.04513166260499345
2022-02-17 00:00:00+00:00,292.1166687011719,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,55178400,,-0.0509426990066609,-0.05228610180162916,0.04639380630059887
2022-02-18 00:00:00+00:00,285.6600036621094,285.6600036621094,295.6233215332031,279.2033386230469,295.3333435058594,68501700,,-0.0221030352967207,-0.022350967561475237,0.0452099777890616
2022-02-22 00:00:00+00:00,273.84332275390625,273.84332275390625,285.57666015625,267.0333251953125,278.0433349609375,83288100,,-0.0413662422345285,-0.04224617718140919,0.04593884664773731
2022-02-23 00:00:00+00:00,254.67999267578125,254.67999267578125,278.4333190917969,253.52000427246097,276.80999755859375,95256900,,-0.0699791759952694,-0.07254830168258311,0.04827489938753526
2022-02-24 00:00:00+00:00,266.92333984375,266.92333984375,267.49334716796875,233.3333282470703,233.4633331298828,135322200,,0.0480734550026278,0.04695367409397792,0.049479255346526245
2022-02-25 00:00:00+00:00,269.9566650390625,269.9566650390625,273.1666564941406,260.79998779296875,269.74334716796875,76067700,,0.0113640313248295,0.011299945777284081,0.0415375678536097
2022-02-28 00:00:00+00:00,290.1433410644531,290.1433410644531,292.28668212890625,271.57000732421875,271.6700134277344,99006900,,0.0747774685335871,0.07211363413565586,0.044453725873143675
2022-03-01 00:00:00+00:00,288.1233215332031,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,74766900,,-0.0069621433455585,-0.006986492144572377,0.03771028424598347
2022-03-02 00:00:00+00:00,293.2966613769531,293.2966613769531,295.49334716796875,281.42333984375,290.7099914550781,74643300,,0.0179552971145164,0.01779600470296842,0.03801924624508642
