Date,Price,Adj Close,Close,High,Low,Open,Volume,return,log_return,volatility_20
2022-01-03 00:00:00+00:00,336.1915588378906,338.5400085449219,341.0799865722656,337.19000244140625,338.29998779296875,14537900,,,,
2022-01-04 00:00:00+00:00,334.195556640625,336.5299987792969,343.0899963378906,331.8699951171875,339.95001220703125,15998000,,-0.0059372886952541,-0.005954984471834774,
2022-01-05 00:00:00+00:00,321.9212951660156,324.1700134277344,335.760009765625,323.8399963378906,333.0199890136719,20564500,,-0.0367277371895408,-0.037419183559760996,
2022-01-06 00:00:00+00:00,330.1537780761719,332.4599914550781,339.1700134277344,322.7200012207031,322.82000732421875,27962800,,0.0255729329794773,0.02525141543534382,
2022-01-07 00:00:00+00:00,329.48846435546875,331.7900085449219,337.0,328.8800048828125,332.739990234375,14722000,,-0.0020152286812735,-0.002017261986768768,
2022-01-10 00:00:00+00:00,325.794189453125,328.07000732421875,328.3399963378906,315.42999267578125,325.30999755859375,24942400,,-0.0112119145390101,-0.011275241844641973,
2022-01-11 00:00:00+00:00,332.050537109375,334.3699951171875,334.6300048828125,325.2799987792969,326.7799987792969,16226800,,0.0192031811879185,0.019021127090622408,
2022-01-12 00:00:00+00:00,330.9482421875,333.260009765625,336.3699951171875,330.0299987792969,335.17999267578125,14104900,,-0.0033196320476467,-0.0033251542506207298,
2022-01-13 00:00:00+00:00,324.2152404785156,326.4800109863281,335.6300048828125,325.760009765625,334.9800109863281,14797100,,-0.0203444715255968,-0.020554270665403305,
2022-01-14 00:00:00+00:00,329.5976867675781,331.8999938964844,332.7300109863281,321.2099914550781,321.7900085449219,16868500,,0.0166012703006899,0.01646497558791106,
2022-01-18 00:00:00+00:00,315.9430236816406,318.1499938964844,324.2099914550781,317.6400146484375,323.2900085449219,22645600,,-0.0414281417681751,-0.04231074984190169,
2022-01-19 00:00:00+00:00,317.373046875,319.5899963378906,327.1000061035156,319.3299865722656,319.5799865722656,20814700,,0.0045261746629949,0.004515962338037734,
2022-01-20 00:00:00+00:00,314.36407470703125,316.55999755859375,327.82000732421875,315.9800109863281,323.8999938964844,16925000,,-0.0094808936888417,-0.009526123467575419,
2022-01-21 00:00:00+00:00,301.0669860839844,303.1700134277344,318.30999755859375,303.0400085449219,314.80999755859375,28710700,,-0.0422984086243586,-0.04321904079191416,
2022-01-24 00:00:00+00:00,306.5684814453125,308.7099914550781,309.5299987792969,289.010009765625,297.8399963378906,38878100,,0.0182735025958109,0.018108548640987588,
2022-01-25 00:00:00+00:00,298.0679016113281,300.1499938964844,306.2300109863281,297.5799865722656,299.95001220703125,25108500,,-0.0277282815442639,-0.028119967850973163,
2022-01-26 00:00:00+00:00,292.5862121582031,294.6300048828125,307.510009765625,290.8500061035156,307.010009765625,28348800,,-0.0183907683688829,-0.018561980952481995,
2022-01-27 00:00:00+00:00,292.5960998535156,294.6400146484375,301.7099914550781,294.260009765625,297.75,21629900,,3.397401981852788e-05,3.397344271458755e-05,
2022-01-28 00:00:00+00:00,299.6170349121094,301.7099914550781,301.8999938964844,293.0299987792969,295.6199951171875,21871600,,0.0239953042870857,0.02371194094965905,
2022-01-31 00:00:00+00:00,311.0869445800781,313.260009765625,313.7900085449219,299.32000732421875,300.67999267578125,21579500,,0.0382818555489123,0.037567285021841194,
