Date,Price,Adj Close,Close,High,Low,Open,Volume,return,log_return,volatility_20
2022-01-03 00:00:00+00:00,116.16974639892578,136.0399932861328,136.2899932861328,133.6300048828125,134.07000732421875,4605900,,,,
2022-01-04 00:00:00+00:00,117.86055755615234,138.02000427246094,139.9499969482422,135.89999389648438,136.10000610351562,7300000,,0.014554624257909,0.014449722360992645,
2022-01-05 00:00:00+00:00,118.03133392333984,138.22000122070312,142.1999969482422,137.8800048828125,138.30999755859375,8956900,,0.0014490431970091,0.0014479943470127612,
2022-01-06 00:00:00+00:00,115.57198333740234,135.33999633789062,138.41000366210938,132.50999450683594,138.1999969482422,9908100,,-0.020836382993615,-0.0210565237493532,
2022-01-07 00:00:00+00:00,115.13648986816406,134.8300018310547,135.66000366210938,133.50999450683594,134.89999389648438,5238100,,-0.0037682467905694,-0.0037753645190379925,
2022-01-10 00:00:00+00:00,115.3072738647461,135.02999877929688,136.1999969482422,133.3800048828125,134.47000122070312,5432800,,0.001483326748692,0.0014822277062620974,
2022-01-11 00:00:00+00:00,113.46276092529295,132.8699951171875,133.25,127.97000122070312,130.52000427246094,11105300,,-0.0159964724997135,-0.01612579707829457,
2022-01-12 00:00:00+00:00,114.07759857177734,133.58999633789062,134.47000122070312,131.3699951171875,133.25,5352000,,0.0054188398220991,0.005404210734250154,
2022-01-13 00:00:00+00:00,115.0767059326172,134.75999450683594,136.0500030517578,133.55999755859375,133.89999389648438,4868300,,0.0087581271129466,0.008719997187110286,
2022-01-14 00:00:00+00:00,114.60704803466795,134.2100067138672,135.13999938964844,133.3000030517578,134.5500030517578,5310300,,-0.0040812393543163,-0.004089590340978136,
2022-01-18 00:00:00+00:00,113.52254486083984,132.94000244140625,133.88999938964844,131.77999877929688,132.9499969482422,5246700,,-0.0094628135677584,-0.009507870456643811,
2022-01-19 00:00:00+00:00,112.3611831665039,131.5800018310547,133.89999389648438,131.5,132.89999389648438,4103700,,-0.0102301834314392,-0.010282871404402413,
2022-01-20 00:00:00+00:00,111.71221160888672,130.82000732421875,132.8800048828125,130.57000732421875,131.25999450683594,5278200,,-0.0057759119642797,-0.005792657053695428,
2022-01-21 00:00:00+00:00,110.45691680908205,129.35000610351562,131.8699951171875,129.27000427246094,131.64999389648438,5907000,,-0.0112368226448721,-0.011300432701973097,
2022-01-24 00:00:00+00:00,110.00430297851562,128.82000732421875,129.14999389648438,124.19000244140624,127.98999786376952,13484000,,-0.0040974004970106,-0.004105817843120661,
2022-01-25 00:00:00+00:00,116.22097778320312,136.10000610351562,137.33999633789062,128.3000030517578,129.13999938964844,19715700,,0.0565129511363426,0.05497381652826908,
2022-01-26 00:00:00+00:00,114.64972686767578,134.25999450683594,137.07000732421875,133.1300048828125,136.47000122070312,8336000,,-0.0135195555779784,-0.013611776907006802,
