Price,Adj Close,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META,META
Date,,,,,,
2022-01-03 00:00:00+00:00,336.1915588378906,338.5400085449219,341.0799865722656,337.19000244140625,338.29998779296875,14537900
2022-01-04 00:00:00+00:00,334.195556640625,336.5299987792969,343.0899963378906,331.8699951171875,339.95001220703125,15998000
2022-01-05 00:00:00+00:00,321.9212951660156,324.1700134277344,335.760009765625,323.8399963378906,333.0199890136719,20564500
2022-01-06 00:00:00+00:00,330.1537780761719,332.4599914550781,339.1700134277344,322.7200012207031,322.82000732421875,27962800
2022-01-07 00:00:00+00:00,329.48846435546875,331.7900085449219,337.0,328.8800048828125,332.739990234375,14722000
2022-01-10 00:00:00+00:00,325.794189453125,328.07000732421875,328.3399963378906,315.42999267578125,325.30999755859375,24942400
2022-01-11 00:00:00+00:00,332.050537109375,334.3699951171875,334.6300048828125,325.2799987792969,326.7799987792969,16226800
2022-01-12 00:00:00+00:00,330.9482421875,333.260009765625,336.3699951171875,330.0299987792969,335.17999267578125,14104900
2022-01-13 00:00:00+00:00,324.2152404785156,326.4800109863281,335.6300048828125,325.760009765625,334.9800109863281,14797100
2022-01-14 00:00:00+00:00,329.5976867675781,331.8999938964844,332.7300109863281,321.2099914550781,321.7900085449219,16868500
2022-01-18 00:00:00+00:00,315.9430236816406,318.1499938964844,324.2099914550781,317.6400146484375,323.2900085449219,22645600
2022-01-19 00:00:00+00:00,317.373046875,319.5899963378906,327.1000061035156,319.3299865722656,319.5799865722656,20814700
2022-01-20 00:00:00+00:00,314.36407470703125,316.55999755859375,327.82000732421875,315.9800109863281,323.8999938964844,16925000
2022-01-21 00:00:00+00:00,301.0669860839844,303.1700134277344,318.30999755859375,303.0400085449219,314.80999755859375,28710700
2022-01-24 00:00:00+00:00,306.5684814453125,308.7099914550781,309.5299987792969,289.010009765625,297.8399963378906,38878100
2022-01-25 00:00:00+00:00,298.0679016113281,300.1499938964844,306.2300109863281,297.5799865722656,299.95001220703125,25108500
2022-01-26 00:00:00+00:00,292.5862121582031,294.6300048828125,307.510009765625,290.8500061035156,307.010009765625,28348800
2022-01-27 00:00:00+00:00,292.5960998535156,294.6400146484375,301.7099914550781,294.260009765625,297.75,21629900
2022-01-28 00:00:00+00:00,299.6170349121094,301.7099914550781,301.8999938964844,293.0299987792969,295.6199951171875,21871600
2022-01-31 00:00:00+00:00,311.0869445800781,313.260009765625,313.7900085449219,299.32000732421875,300.67999267578125,21579500
2022-02-01 00:00:00+00:00,316.7871398925781,319.0,319.6600036621094,312.1199951171875,314.55999755859375,18023800
2022-02-02 00:00:00+00:00,320.7593994140625,323.0,328.0,316.8699951171875,327.82000732421875,58458300
2022-02-03 00:00:00+00:00,236.11070251464844,237.75999450683594,248.0,235.75,244.64999389648438,188119900
2022-02-04 00:00:00+00:00,235.44532775878906,237.08999633789062,242.61000061035156,230.11000061035156,234.97000122070312,89342200
2022-02-07 00:00:00+00:00,223.34983825683594,224.91000366210938,238.3000030517578,224.00999450683594,237.6999969482422,88613800
2022-02-08 00:00:00+00:00,218.65264892578125,220.17999267578125,225.77000427246094,216.14999389648438,220.85000610351562,94729700
2022-02-09 00:00:00+00:00,230.3906707763672,232.0,233.3699951171875,222.2100067138672,224.1999969482422,86563300
2022-02-10 00:00:00+00:00,226.4879150390625,228.07000732421875,235.0,226.6999969482422,228.27000427246094,49310400
2022-02-11 00:00:00+00:00,218.02700805664062,219.5500030517578,230.4199981689453,218.77000427246094,228.4600067138672,46156900
2022-02-14 00:00:00+00:00,216.18984985351562,217.6999969482422,221.0,214.77999877929688,219.30999755859375,38184000
2022-02-15 00:00:00+00:00,219.46694946289062,221.0,221.14999389648438,215.05999755859375,220.47000122070312,42685500
2022-02-16 00:00:00+00:00,215.0378875732422,216.5399932861328,217.4600067138672,212.36000061035156,212.41000366210938,45817500
2022-02-17 00:00:00+00:00,206.26914978027344,207.7100067138672,217.5,207.16000366210938,214.02000427246094,38747500
2022-02-18 00:00:00+00:00,204.7299041748047,206.16000366210938,210.75,205.17999267578125,209.38999938964844,37128400
2022-02-22 00:00:00+00:00,200.67819213867188,202.0800018310547,207.47999572753906,200.05999755859375,202.33999633789062,39852400
2022-02-23 00:00:00+00:00,197.0733642578125,198.4499969482422,206.94000244140625,198.0500030517578,204.16000366210938,44481400
2022-02-24 00:00:00+00:00,206.159912109375,207.60000610351562,208.35000610351562,190.22000122070312,191.05999755859375,49957200
2022-02-25 00:00:00+00:00,209.01991271972656,210.47999572753906,211.32000732421875,203.17999267578125,204.94000244140625,37627600
2022-02-28 00:00:00+00:00,209.5661163330078,211.02999877929688,213.14999389648438,206.8300018310547,207.67999267578125,34239800
2022-03-01 00:00:00+00:00,202.0784149169922,203.49000549316406,211.75,202.22000122070312,209.8699951171875,27094900
2022-03-02 00:00:00+00:00,206.66636657714844,208.11000061035156,209.14999389648438,202.02000427246094,204.77999877929688,29452100
2022-03-03 00:00:00+00:00,201.56202697753906,202.97000122070312,209.0800018310547,201.4199981689453,209.02000427246094,27263500
2022-03-04 00:00:00+00:00,198.67222595214844,200.05999755859375,205.88999938964844,198.7899932861328,202.3699951171875,32130900
2022-03-07 00:00:00+00:00,186.16952514648438,187.47000122070312,200.88999938964844,187.27999877929688,200.7899932861328,38560600
2022-03-08 00:00:00+00:00,188.97000122070312,190.2899932861328,196.6999969482422,186.11000061035156,187.85000610351562,37508100
2022-03-09 00:00:00+00:00,197.12303161621094,198.5,199.10000610351562,193.9199981689453,195.74000549316406,31894700
2022-03-10 00:00:00+00:00,193.85586547851562,195.2100067138672,196.27999877929688,191.07000732421875,194.83999633789062,24853000
2022-03-11 00:00:00+00:00,186.30857849121094,187.61000061035156,193.55999755859375,186.6699981689453,192.63999938964844,34694500
2022-03-14 00:00:00+00:00,185.3353729248047,186.6300048828125,192.2899932861328,185.82000732421875,187.02999877929688,31010500
2022-03-15 00:00:00+00:00,190.69790649414062,192.02999877929688,192.27999877929688,185.91000366210938,190.8000030517578,31721700
2022-03-16 00:00:00+00:00,202.21746826171875,203.6300048828125,203.72999572753906,194.52000427246094,194.6999969482422,40640300
2022-03-17 00:00:00+00:00,206.3982391357422,207.83999633789062,208.0399932861328,201.11000061035156,201.6999969482422,29499700
2022-03-18 00:00:00+00:00,214.98825073242188,216.49000549316406,216.8000030517578,206.0,206.6999969482422,52128000
2022-03-21 00:00:00+00:00,210.02291870117188,211.49000549316406,214.7100067138672,207.6300048828125,214.5,30142300
2022-03-22 00:00:00+00:00,215.14712524414062,216.64999389648438,219.4600067138672,210.17999267578125,211.3699951171875,31998800
2022-03-23 00:00:00+00:00,211.97926330566406,213.4600067138672,216.8000030517578,212.16000366210938,213.3300018310547,23717300
2022-03-24 00:00:00+00:00,218.04685974121094,219.57000732421875,220.6699981689453,214.7899932861328,215.0,31502300
2022-03-25 00:00:00+00:00,220.28126525878906,221.82000732421875,225.5,218.88999938964844,220.50999450683594,40039000
2022-03-28 00:00:00+00:00,222.03895568847656,223.58999633789062,224.0399932861328,219.5399932861328,222.1300048828125,26224100
2022-03-29 00:00:00+00:00,228.26548767089844,229.86000061035156,230.88999938964844,225.2899932861328,226.07000732421875,31417900
2022-03-30 00:00:00+00:00,226.26943969726562,227.85000610351562,231.14999389648438,226.7100067138672,228.91000366210938,25588000
2022-03-31 00:00:00+00:00,220.81752014160156,222.36000061035156,228.49000549316406,222.25999450683594,228.4499969482422,24192300
2022-04-01 00:00:00+00:00,223.2902374267578,224.85000610351562,227.27999877929688,222.6999969482422,224.5500030517578,19544800
2022-04-04 00:00:00+00:00,232.2675323486328,233.88999938964844,234.35000610351562,225.86000061035156,225.97999572753906,28054800
2022-04-05 00:00:00+00:00,230.23175048828125,231.83999633789062,236.86000061035156,231.02000427246094,234.0800018310547,29727200
2022-04-06 00:00:00+00:00,221.75099182128906,223.3000030517578,228.99000549316406,221.41000366210938,226.91000366210938,28995100
2022-04-07 00:00:00+00:00,221.40342712402344,222.9499969482422,225.52000427246094,218.55999755859375,223.92999267578125,21037200
2022-04-08 00:00:00+00:00,220.78773498535156,222.3300018310547,225.1300048828125,220.02999877929688,222.3800048828125,18375700
2022-04-11 00:00:00+00:00,214.9584503173828,216.4600067138672,220.61000061035156,215.22000122070312,218.4199981689453,20516600
2022-04-12 00:00:00+00:00,212.65455627441406,214.13999938964844,222.02999877929688,213.1300048828125,220.24000549316406,20128800
2022-04-13 00:00:00+00:00,213.49867248535156,214.99000549316406,216.61000061035156,211.3300018310547,211.82000732421875,19231800
2022-04-14 00:00:00+00:00,208.7220001220703,210.17999267578125,214.99000549316406,210.0,214.88999938964844,18379500
2022-04-18 00:00:00+00:00,209.3079376220703,210.77000427246094,213.3800048828125,208.3000030517578,210.0,16580800
2022-04-19 00:00:00+00:00,215.8025360107422,217.30999755859375,218.42999267578125,209.0,210.52000427246094,20089900
2022-04-20 00:00:00+00:00,199.0297393798828,200.4199981689453,214.16000366210938,198.9199981689453,213.61000061035156,43036500
2022-04-21 00:00:00+00:00,186.76539611816406,188.07000732421875,202.97000122070312,185.5800018310547,201.60000610351562,49954100
2022-04-22 00:00:00+00:00,182.83287048339844,184.11000061035156,192.72000122070312,183.27000427246094,190.3699951171875,36426800
