Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CRM,CRM,CRM,CRM,CRM,CRM
Date,,,,,,
2022-01-03 00:00:00+00:00,252.39337158203125,255.4600067138672,256.70001220703125,248.64999389648438,255.00999450683594,4316800
2022-01-04 00:00:00+00:00,245.25015258789062,248.22999572753906,256.8699951171875,243.39999389648438,256.8500061035156,7240700
2022-01-05 00:00:00+00:00,224.9369354248047,227.6699981689453,238.1999969482422,227.30999755859375,236.1699981689453,18882500
2022-01-06 00:00:00+00:00,226.39920043945312,229.14999389648438,234.47999572753906,226.0500030517578,228.0399932861328,9376100
2022-01-07 00:00:00+00:00,225.5692596435547,228.30999755859375,232.27999877929688,226.0500030517578,228.5,6286700
2022-01-10 00:00:00+00:00,226.87342834472656,229.6300048828125,229.8300018310547,218.88999938964844,225.5,7803800
2022-01-11 00:00:00+00:00,232.0208740234375,234.83999633789062,236.35000610351562,226.55999755859375,228.8000030517578,7635300
2022-01-12 00:00:00+00:00,234.97500610351562,237.8300018310547,239.27999877929688,235.75999450683594,237.0,6718900
2022-01-13 00:00:00+00:00,225.8854217529297,228.6300048828125,238.7899932861328,227.9199981689453,237.5,6680300
2022-01-14 00:00:00+00:00,228.4542236328125,231.22999572753906,233.2899932861328,227.61000061035156,228.02999877929688,5805100
2022-01-18 00:00:00+00:00,223.34628295898438,226.05999755859375,230.72999572753906,225.3000030517578,228.4499969482422,6032000
2022-01-19 00:00:00+00:00,223.55377197265625,226.27000427246094,232.2100067138672,226.1699981689453,227.47000122070312,5332600
2022-01-20 00:00:00+00:00,220.26376342773438,222.94000244140625,231.39999389648438,222.49000549316406,229.07000732421875,5663700
2022-01-21 00:00:00+00:00,216.00547790527344,218.6300048828125,224.77000427246094,218.25,223.05999755859375,9128400
2022-01-24 00:00:00+00:00,220.35264587402344,223.02999877929688,223.3800048828125,207.50999450683594,212.38999938964844,11664300
2022-01-25 00:00:00+00:00,212.8043670654297,215.38999938964844,223.89999389648438,214.6699981689453,221.0,9092700
2022-01-26 00:00:00+00:00,208.46707153320312,211.0,221.4600067138672,209.07000732421875,219.61000061035156,10029600
2022-01-27 00:00:00+00:00,210.18617248535156,212.74000549316406,223.14999389648438,212.05999755859375,214.0800018310547,9462100
2022-01-28 00:00:00+00:00,219.46347045898438,222.1300048828125,222.2899932861328,210.8800048828125,214.3000030517578,8254900
2022-01-31 00:00:00+00:00,229.83743286132812,232.6300048828125,232.91000366210938,222.25999450683594,222.9499969482422,7084200
2022-02-01 00:00:00+00:00,229.33352661132812,232.1199951171875,232.77999877929688,226.32000732421875,232.3699951171875,6387100
2022-02-02 00:00:00+00:00,222.3088836669922,225.00999450683594,234.49000549316406,223.02000427246094,233.74000549316406,9378900
2022-02-03 00:00:00+00:00,210.21583557128906,212.77000427246094,220.7899932861328,210.39999389648438,218.07000732421875,12826600
2022-02-04 00:00:00+00:00,216.5982666015625,219.22999572753906,221.6699981689453,213.19000244140625,214.99000549316406,6176500
2022-02-07 00:00:00+00:00,214.36538696289062,216.97000122070312,221.44000244140625,216.66000366210938,219.0,3922300
2022-02-08 00:00:00+00:00,214.81985473632812,217.42999267578125,217.94000244140625,212.14999389648438,215.60000610351562,5628700
2022-02-09 00:00:00+00:00,219.37454223632812,222.0399932861328,222.19000244140625,215.57000732421875,221.13999938964844,6107700
2022-02-10 00:00:00+00:00,215.0570068359375,217.6699981689453,221.99000549316406,215.80999755859375,217.6999969482422,5312600
2022-02-11 00:00:00+00:00,205.40428161621094,207.89999389648438,219.92999267578125,206.11000061035156,217.6199951171875,8165600
2022-02-14 00:00:00+00:00,203.92227172851562,206.39999389648438,209.89999389648438,204.6300048828125,205.8000030517578,7005900
2022-02-15 00:00:00+00:00,211.6780548095703,214.25,214.57000732421875,208.52000427246094,209.75,6353000
2022-02-16 00:00:00+00:00,209.1981964111328,211.74000549316406,212.4199981689453,208.2100067138672,211.0,7072700
2022-02-17 00:00:00+00:00,197.6287384033203,200.02999877929688,209.75,199.5,208.3300018310547,8820100
2022-02-18 00:00:00+00:00,194.47703552246094,196.83999633789062,202.60000610351562,195.7899932861328,200.39999389648438,6691800
2022-02-22 00:00:00+00:00,192.78758239746094,195.1300048828125,201.4600067138672,193.52999877929688,195.52999877929688,8434800
2022-02-23 00:00:00+00:00,188.25265502929688,190.5399932861328,199.0,190.1300048828125,196.35000610351562,7784300
2022-02-24 00:00:00+00:00,201.8376007080078,204.2899932861328,204.89999389648438,184.44000244140625,184.74000549316406,11792600
2022-02-25 00:00:00+00:00,205.59201049804688,208.08999633789062,208.47000122070312,201.61000061035156,204.72000122070312,5853600
2022-02-28 00:00:00+00:00,208.00270080566406,210.52999877929688,211.6699981689453,206.9499969482422,207.7899932861328,7904700
2022-03-01 00:00:00+00:00,206.3824005126953,208.88999938964844,214.38999938964844,208.4600067138672,213.39999389648438,12587300
2022-03-02 00:00:00+00:00,207.86439514160156,210.38999938964844,217.30999755859375,201.14999389648438,216.10000610351562,16670100
2022-03-03 00:00:00+00:00,202.2920684814453,204.75,211.6300048828125,204.22000122070312,210.38999938964844,6559900
2022-03-04 00:00:00+00:00,200.572998046875,203.00999450683594,206.3800048828125,199.25999450683594,204.6999969482422,6813600
2022-03-07 00:00:00+00:00,193.87435913085938,196.22999572753906,204.92999267578125,196.0399932861328,203.4499969482422,7043500
2022-03-08 00:00:00+00:00,189.77418518066406,192.0800018310547,197.1999969482422,189.1999969482422,194.27999877929688,8229000
2022-03-09 00:00:00+00:00,200.72119140625,203.16000366210938,205.22999572753906,197.22000122070312,198.35000610351562,6881300
2022-03-10 00:00:00+00:00,197.74732971191406,200.14999389648438,201.1999969482422,197.52999877929688,199.10000610351562,5604200
2022-03-11 00:00:00+00:00,195.52432250976562,197.89999389648438,204.77000427246094,197.6300048828125,204.77000427246094,5196900
2022-03-14 00:00:00+00:00,190.8016815185547,193.1199951171875,200.16000366210938,191.82000732421875,198.24000549316406,5665500
2022-03-15 00:00:00+00:00,193.78546142578125,196.13999938964844,199.9600067138672,192.74000549316406,198.52999877929688,5276300
2022-03-16 00:00:00+00:00,203.10226440429688,205.57000732421875,205.89999389648438,197.3300018310547,198.66000366210938,6043400
2022-03-17 00:00:00+00:00,207.88417053222656,210.41000366210938,210.67999267578125,202.55999755859375,204.6199951171875,5842600
2022-03-18 00:00:00+00:00,216.17344665527344,218.8000030517578,219.5800018310547,208.30999755859375,209.22999572753906,12220600
2022-03-21 00:00:00+00:00,211.15443420410156,213.72000122070312,219.10000610351562,210.61000061035156,218.19000244140625,6448700
2022-03-22 00:00:00+00:00,215.59051513671875,218.2100067138672,221.85000610351562,212.6199951171875,213.72000122070312,7018800
2022-03-23 00:00:00+00:00,208.57574462890625,211.11000061035156,213.92999267578125,208.30999755859375,213.8699951171875,8404700
2022-03-24 00:00:00+00:00,211.41127014160156,213.97999572753906,214.11000061035156,209.8699951171875,212.35000610351562,4150300
2022-03-25 00:00:00+00:00,208.49671936035156,211.02999877929688,215.86000061035156,208.47999572753906,214.27000427246094,3656500
